country_ID,Year,Month,dist_CHN,reachable_nodes,incloseness,betweenness
1,2000,1,,0,0,0
2,2000,1,,0,0,0
3,2000,1,,0,0,0
4,2000,1,,0,0,0
5,2000,1,,0,0,0
6,2000,1,,0,0,0
7,2000,1,,0,0,0
8,2000,1,,0,0,0
9,2000,1,,0,0,0
10,2000,1,,0,0,0
11,2000,1,,0,0,0
12,2000,1,,3,0.00042008,0
13,2000,1,,0,0,0
14,2000,1,0,0,0,0
15,2000,1,,0,0,0
16,2000,1,,0,0,0
17,2000,1,,0,0,0
18,2000,1,,0,0,0
19,2000,1,,0,0,0
20,2000,1,,2,0.00021004,0
21,2000,1,,0,0,0
22,2000,1,,0,0,0
23,2000,1,,0,0,0
24,2000,1,,0,0,0
25,2000,1,,0,0,0
26,2000,1,,0,0,0
27,2000,1,,0,0,0
28,2000,1,,0,0,0
29,2000,1,,0,0,0
30,2000,1,,0,0,0
31,2000,1,,0,0,0
32,2000,1,,3,0.00042008,0
33,2000,1,,0,0,0
34,2000,1,,0,0,0
35,2000,1,,0,0,0
36,2000,1,,2,0.00021004,0
37,2000,1,,0,0,0
38,2000,1,,0,0,0
39,2000,1,,0,0,0
40,2000,1,,0,0,0
41,2000,1,,0,0,0
42,2000,1,,0,0,0
43,2000,1,,0,0,0
44,2000,1,,0,0,0
45,2000,1,,0,0,0
46,2000,1,,0,0,0
47,2000,1,,0,0,0
48,2000,1,,0,0,0
49,2000,1,,0,0,0
50,2000,1,,0,0,0
51,2000,1,,0,0,0
52,2000,1,,0,0,0
53,2000,1,,0,0,0
54,2000,1,,0,0,0
55,2000,1,,0,0,0
56,2000,1,,0,0,0
57,2000,1,,0,0,0
58,2000,1,,0,0,0
59,2000,1,,0,0,0
60,2000,1,,0,0,0
61,2000,1,,0,0,0
62,2000,1,,0,0,0
63,2000,1,,0,0,0
64,2000,1,,0,0,0
65,2000,1,,0,0,0
66,2000,1,,0,0,0
67,2000,1,,0,0,0
68,2000,1,,0,0,0
69,2000,1,,0,0,0
70,2000,1,,0,0,0
1,2001,1,,0,0,0
2,2001,1,,0,0,0
3,2001,1,,0,0,0
4,2001,1,,0,0,0
5,2001,1,,0,0,0
6,2001,1,,0,0,0
7,2001,1,,0,0,0
8,2001,1,,0,0,0
9,2001,1,,0,0,0
10,2001,1,,0,0,0
11,2001,1,,0,0,0
12,2001,1,,3,0.00042008,0
13,2001,1,,0,0,0
14,2001,1,0,0,0,0
15,2001,1,,0,0,0
16,2001,1,,0,0,0
17,2001,1,,0,0,0
18,2001,1,,0,0,0
19,2001,1,,0,0,0
20,2001,1,,2,0.00021004,0
21,2001,1,,0,0,0
